pckg, tiempo_envio [ns], tiempo_recibido [ns], terminal_envio, terminal_recibido, latencia [ns], profunidad, drivers
0530762e,135005,135745,14,5,740,5,15
09d60b70,135005,136105,0,9,1100,5,15
0ce3249d,135005,136465,13,12,1460,5,15
09d7f0c4,135005,136825,4,9,1820,5,15
09cdb12c,135005,137185,12,9,2180,5,15
052ae3f8,135005,137905,8,5,2900,5,15
04ff29c3,135005,138265,3,4,3260,5,15
013b8137,135005,138625,7,1,3620,5,15
0274a02a,135005,138985,10,2,3980,5,15
0d9650a3,135005,139345,3,13,4340,5,15
084b3418,135005,139705,8,8,4700,5,15
07265b6e,135005,140065,14,7,5060,5,15
0199bf15,135005,140785,5,1,5780,5,15
0b9a18f7,135005,141145,7,11,6140,5,15
0b7fc519,135005,141865,9,11,6860,5,15
0525a775,135005,142225,5,5,7220,5,15
06a595b7,135005,142945,7,6,7940,5,15
02f38861,135005,143305,1,2,8300,5,15
0d617739,135005,143665,9,13,8660,5,15
01fdd6b4,135005,144025,4,1,9020,5,15
0d572cfb,135005,144385,11,13,9380,5,15
0aa12890,135005,145105,0,10,10100,5,15
0d502bcd,135005,145465,13,13,10460,5,15
042554f4,135005,145825,4,4,10820,5,15
0a90d44b,337095,337575,11,10,480,5,15
0a8565f1,337035,338005,1,10,970,5,15
0cb36cb4,438145,438525,4,12,380,5,15
088fdf77,438085,438915,7,8,830,5,15
0291ae6d,539095,539705,13,2,610,5,15
00535244,1015,1475,4,0,460,9,13
024d6091,12085,12545,7,2,460,9,13
0295e818,12075,12955,11,2,880,9,13
0297b0d9,12185,13315,12,2,1130,9,13
02056637,12095,13675,0,2,1580,9,13
02f998d6,12195,14145,7,2,1950,9,13
0528465b,23075,23625,11,5,550,9,13
063e301b,23195,24215,11,6,1020,9,13
0291ae61,135005,135385,1,2,380,9,13
053f176a,135005,135745,10,5,740,9,13
09b582d4,135005,136465,4,9,1460,9,13
073b813b,135005,136825,11,7,1820,9,13
0a449238,135005,137185,8,10,2180,9,13
00a12891,135005,137545,1,0,2540,9,13
03241858,135005,137905,8,3,2900,9,13
035fb4c5,135005,138265,5,3,3260,9,13
09e32490,135005,138625,0,9,3620,9,13
022ed3d3,135005,138985,3,2,3980,9,13
02a595b9,135005,139345,9,2,4340,9,13
00dbc267,135005,139705,7,0,4700,9,13
05e94dfa,135005,140065,10,5,5060,9,13
043d2aa9,135005,140425,9,4,5420,9,13
078495c2,135005,140785,2,7,5780,9,13
08ccc9d8,135005,141145,8,8,6140,9,13
07fe91d7,135005,141505,7,7,6500,9,13
0cb34d8a,135005,141865,10,12,6860,9,13
0179a0bc,135005,142225,12,1,7220,9,13
09c4bd90,135005,142585,0,9,7580,9,13
0cbc05b8,135005,142945,8,12,7940,9,13
047edc83,135005,143305,3,4,8300,9,13
0892f85b,135005,143665,11,8,8660,9,13
0cff29cc,135005,144025,12,12,9020,9,13
0a8fdf7c,135005,144385,12,10,9380,9,13
0340cd09,337105,337535,9,3,430,9,13
001ff44a,337075,337895,10,0,820,9,13
0990b2a6,337135,338405,6,9,1270,9,13
066adab5,438045,438495,5,6,450,9,13
0bfcf0e6,438125,438855,6,11,730,9,13
08102c32,539305,539695,2,8,390,9,13
02535243,1065,1495,3,2,430,13,9
0495e814,12055,12585,7,4,530,13,9
04056630,12205,12945,8,4,740,13,9
043e3010,12415,13305,0,4,890,13,9
044d6095,12145,13665,1,4,1520,13,9
04752121,12395,14035,3,4,1640,13,9
047cd0d7,12475,14755,5,4,2280,13,9
04dcd3d7,12555,15115,6,4,2560,13,9
04284652,12335,15485,8,4,3150,13,9
04f998d2,12305,15855,1,4,3550,13,9
04457ed1,12605,16225,3,4,3620,13,9
04df78c7,12625,16595,5,4,3970,13,9
06de9f95,23065,23545,5,6,480,13,9
06069f25,23495,24055,5,6,560,13,9
0707ae85,23675,24565,5,7,890,13,9
043870a4,34475,34965,0,4,490,13,9
02f62631,34395,35325,1,2,930,13,9
06ccc9d6,34645,36045,3,6,1400,13,9
07572cf4,35075,36405,4,7,1330,13,9
03e28bd2,34235,36765,5,3,2530,13,9
0303e962,34705,37125,6,3,2420,13,9
05b22806,34525,37495,8,5,2970,13,9
08fdd6b2,34855,37855,0,8,3000,13,9
089650a2,35195,38215,1,8,3020,13,9
014b3417,35485,38575,2,1,3090,13,9
087d6533,34775,38935,3,8,4160,13,9
06e618a0,35425,39295,4,6,3870,13,9
028bdf20,35325,40015,6,2,4690,13,9
0562ad53,34905,40385,8,5,5480,13,9
0214c3c5,35255,40745,0,2,5490,13,9
05daddc6,135005,135385,6,5,380,13,9
0665d933,135005,135745,3,6,740,13,9
07261f78,135005,136105,8,7,1100,13,9
020f3785,135005,136465,5,2,1460,13,9
056333a7,135005,136825,7,5,1820,13,9
06bc05b5,135005,137185,5,6,2180,13,9
045007e4,135005,137545,4,4,2540,13,9
00a0c8e5,135005,137905,5,0,2900,13,9
068db5a8,135005,138265,8,6,3260,13,9
0171a462,135005,138985,2,1,3980,13,9
01e07290,135005,139345,0,1,4340,13,9
034569f8,135005,140065,8,3,5060,13,9
062ed3d3,135005,140425,3,6,5420,13,9
01563584,135005,140785,4,1,5780,13,9
046adab2,135005,141505,2,4,6500,13,9
05504738,438285,438715,8,5,430,13,9
055c4700,438265,439075,0,5,810,13,9
03ea7661,438205,439435,1,3,1230,13,9
01199ba6,539045,539565,6,1,520,13,9
0861ab67,539625,540115,7,8,490,13,9
02535241,1075,1575,1,2,500,12,12
0295e816,12105,12645,4,2,540,12,12
024d6097,12145,13005,5,2,860,12,12
0b05663a,23065,23525,10,11,460,12,12
093f176a,23485,24095,10,9,610,12,12
03457ed3,34095,34475,7,3,380,12,12
01784c52,34325,34835,8,1,510,12,12
01272770,34465,35195,9,1,730,12,12
02ff7e55,34405,35555,10,2,1150,12,12
0acdb8f9,34535,35915,11,10,1380,12,12
07dcd3d8,34085,36275,0,7,2190,12,12
03724c6a,34265,36635,1,3,2370,12,12
0bdf78ca,34185,36995,2,11,2810,12,12
063d2aa8,34375,37355,3,6,2980,12,12
00b22801,35085,37715,4,0,2630,12,12
04fdd6b9,35515,38075,5,4,2560,12,12
05f62638,35015,39165,9,5,4150,12,12
0b845aa6,35205,39525,10,11,4320,12,12
0162ad51,35605,39885,11,1,4280,12,12
0663eae2,35665,40245,0,6,4580,12,12
0030aca6,36025,40605,1,0,4580,12,12
07421203,35165,40965,2,7,5800,12,12
07fe91d4,35705,41335,4,7,5630,12,12
083870a5,35065,41725,7,8,6660,12,12
029650a8,35925,42085,8,2,6160,12,12
067d6536,35495,42445,9,6,6950,12,12
0b572cf6,35785,42805,10,11,7020,12,12
0b12f967,135005,135385,7,11,380,12,12
0b92f85b,135005,135745,11,11,740,12,12
0261773a,135005,136105,10,2,1100,12,12
0736cda8,135005,136465,8,7,1460,12,12
08f72fd9,135005,136825,9,8,1820,12,12
0bf2c041,135005,137185,1,11,2180,12,12
06261f7b,135005,137545,11,6,2540,12,12
057901c4,135005,137905,4,5,2900,12,12
01000b98,135005,138265,8,1,3260,12,12
0779a0bb,135005,138985,11,7,3980,12,12
061559f3,135005,139345,3,6,4340,12,12
0b28f1f2,135005,139705,2,11,4700,12,12
01599fa1,135005,140065,1,1,5060,12,12
09fc1291,135005,140425,1,9,5420,12,12
0bdaddc2,135005,140785,2,11,5780,12,12
067a6fd6,135005,141865,6,6,6860,12,12
09e05d52,135005,142225,2,9,7220,12,12
09a9b7e5,135005,142585,5,9,7580,12,12
0a502bc8,135005,142945,8,10,7940,12,12
00307623,135005,143305,3,0,8300,12,12
04ec0d70,135005,143665,0,4,8660,12,12
00578a1b,337015,337575,11,0,560,12,12
0bc59f51,337135,337945,1,11,810,12,12
0a574c53,337235,338315,3,10,1080,12,12
09791865,337095,338685,5,9,1590,12,12
091b4988,337285,339075,8,9,1790,12,12
07c4273a,337375,339445,10,7,2070,12,12
03a8a29b,337165,339805,11,3,2640,12,12
00175c15,337225,340585,5,0,3360,12,12
006c09f8,438465,438855,8,0,390,12,12
02a1d2a9,438525,439215,9,2,690,12,12
06a8ca10,438345,439605,0,6,1260,12,12
085f48d6,438585,440385,6,8,1800,12,12
0859dba6,539535,540005,6,8,470,12,12
00bddb68,539475,540375,8,0,900,12,12
09345ca0,539285,540785,0,9,1500,12,12
02535246,1095,1675,6,2,580,11,15
054d609c,12095,12485,11,5,390,11,15
05284659,12355,12845,12,5,490,11,15
05752129,12385,13205,13,5,820,11,15
05f998dc,12325,13595,1,5,1270,11,15
0595e81a,12015,13955,2,5,1940,11,15
053e3011,12475,14735,8,5,2260,11,15
0597b0d2,12245,15095,9,5,2850,11,15
053f1764,12595,16035,8,5,3440,11,15
05dcd3d6,12605,16395,9,5,3790,11,15
06457edb,23075,23485,11,6,410,11,15
0d27277b,23325,24115,11,13,790,11,15
093870ad,34555,34985,4,9,430,11,15
0dcdb8f8,34115,35345,5,13,1230,11,15
0c07ae86,34305,35705,6,12,1400,11,15
0a8495c2,34425,36435,9,10,2010,11,15
02696ce8,34225,36795,10,2,2570,11,15
03a4ec50,34375,37205,14,3,2830,11,15
05e28bd6,34445,37595,2,5,3150,11,15
0b726659,34535,38045,8,11,3510,11,15
0ab582d6,34525,38405,9,10,3880,11,15
05f62635,34545,38895,2,5,4350,11,15
0961773d,135005,135745,13,9,740,11,15
062e2eda,135005,136105,10,6,1100,11,15
0adaddcb,135005,136465,11,10,1460,11,15
04bc4b88,135005,136825,8,4,1820,11,15
0272db63,135005,137185,3,2,2180,11,15
07c9c2ee,135005,137545,14,7,2540,11,15
04504734,135005,137905,4,4,2900,11,15
0561ab6a,135005,138265,10,5,3260,11,15
06fe91d6,135005,138985,6,6,3980,11,15
01a1289e,135005,139345,14,1,4340,11,15
04c603b9,135005,139705,9,4,4700,11,15
02d60b75,135005,140065,5,2,5060,11,15
04ccec24,135005,140425,4,4,5420,11,15
08599fa1,135005,140785,1,8,5780,11,15
048db5a5,135005,141145,5,4,6140,11,15
0c6adabd,135005,141505,13,12,6500,11,15
07e8a38e,135005,141865,14,7,6860,11,15
035e2761,135005,142225,1,3,7220,11,15
070042db,135005,142585,11,7,7580,11,15
0bea7668,135005,142945,8,11,7940,11,15
04921c06,135005,143305,6,4,8300,11,15
0c8e4fa1,135005,143665,1,12,8660,11,15
0474a026,135005,144025,6,4,9020,11,15
00b34d85,135005,144385,5,0,9380,11,15
0d24185e,135005,144745,14,13,9740,11,15
009a18f5,135005,145105,5,0,10100,11,15
0112f96a,135005,145465,10,1,10460,11,15
03bf6d3b,135005,145825,11,3,10820,11,15
0148835b,337195,337575,11,1,380,11,15
0879186c,337065,337935,12,8,870,11,15
04574c5d,337455,338295,13,4,840,11,15
09175c10,337375,338665,0,9,1290,11,15
0cc59f52,337175,339385,2,12,2210,11,15
00a8a295,337285,339775,5,0,2490,11,15
0b1b4986,337505,340135,6,11,2630,11,15
04396508,337165,340505,8,4,3340,11,15
0427b4bb,337545,340895,11,4,3350,11,15
0bb80a84,438185,438615,4,11,430,11,15
0bbb90e5,438395,438975,5,11,580,11,15
04a8ca18,438315,439365,8,4,1050,11,15
0eefda94,438255,439915,4,14,1660,11,15
065f48d1,539275,539945,1,6,670,11,15
00535243,1045,1615,3,0,570,10,12
0095e81b,12065,12465,7,0,400,10,12
004d6092,12095,12855,10,0,760,10,12
00f998da,12235,13215,11,0,980,10,12
00056630,12125,13685,6,0,1560,10,12
00284656,12305,14045,7,0,1740,10,12
0097b0d8,12225,14595,6,0,2370,10,12
0075212a,23075,23525,10,0,450,10,12
02de9f9a,23505,24095,10,2,590,10,12
0b784c5a,23585,24665,10,11,1080,10,12
033d2aa4,34015,34465,7,3,450,10,12
04e28bd1,34425,34835,9,4,410,10,12
01ff7e58,34045,35205,11,1,1160,10,12
07069f28,34185,35925,1,7,1740,10,12
052d6123,34105,36285,2,5,2180,10,12
02c380d5,34865,36645,3,2,1780,10,12
0b272777,34075,37005,4,11,2930,10,12
09b582d7,34525,37365,5,9,2840,10,12
01a4ec58,34365,37725,6,1,3360,10,12
06cdb8f6,34115,38085,7,6,3970,10,12
0574a027,35115,38805,9,5,3690,10,12
077d6538,34965,39165,10,7,4200,10,12
09fdd6b0,34975,39525,11,9,4550,10,12
08ccc9d1,34755,39885,0,8,5130,10,12
06e618a1,35645,40245,1,6,4600,10,12
01fdd2ab,36195,40605,2,1,4410,10,12
0699bf1a,36775,40965,3,6,4190,10,12
0a8bdf2a,35605,41325,4,10,5720,10,12
0614c3c7,35545,41685,5,6,6140,10,12
016333aa,36565,42045,6,1,5480,10,12
05c4bd92,36845,42405,7,5,5560,10,12
02a4b155,36715,43125,9,2,6410,10,12
005fb4c2,36935,43485,10,0,6550,10,12
0a241857,36365,43845,11,10,7480,10,12
0479a0bb,36265,44205,0,4,7940,10,12
05307625,36905,44565,1,5,7660,10,12
047be71a,36335,44925,2,4,8590,10,12
08f38864,135005,135385,4,8,380,10,12
0690d443,135005,135745,3,6,740,10,12
07e94df6,135005,136105,6,7,1100,10,12
07102c38,135005,136465,8,7,1460,10,12
0165d933,135005,136825,3,1,1820,10,12
06371950,135005,137185,0,6,2180,10,12
025c470a,135005,137905,10,2,2900,10,12
01921c01,135005,138265,1,1,3260,10,12
039a18f5,135005,138625,5,3,3620,10,12
057fc51a,135005,138985,10,5,3980,10,12
069e7399,135005,139345,9,6,4340,10,12
08292b31,135005,139705,1,8,4700,10,12
07fb6658,135005,140065,8,7,5060,10,12
07ebc9a5,135005,140425,5,7,5420,10,12
01bc4b81,135005,140785,1,1,5780,10,12
0ab49ca7,135005,141145,7,10,6140,10,12
020042d5,135005,141505,5,2,6500,10,12
017c63db,135005,141865,11,1,6860,10,12
07761375,135005,142225,5,7,7220,10,12
05d80db4,135005,142585,4,5,7580,10,12
0533ed0b,135005,142945,11,5,7940,10,12
045007e8,135005,143305,8,4,8300,10,12
0bcaf2a5,135005,143665,5,11,8660,10,12
058e4fa8,337055,337515,8,5,460,10,12
0740917b,337135,337905,11,7,770,10,12
08791864,337225,338665,4,8,1440,10,12
0b488355,438205,438655,5,11,450,10,12
06175c18,438295,439045,8,6,750,10,12
06a8a290,438225,439455,0,6,1230,10,12
0a574c51,438355,439815,1,10,1460,10,12
081b4984,539065,539505,4,8,440,10,12
0427b4b9,539075,539935,9,4,860,10,12
07535248,1005,1555,8,7,550,5,13
00056638,23075,23565,8,0,490,5,13
01752122,34115,34545,7,1,430,5,13
093e3015,34205,34935,10,9,730,5,13
05de9f96,34485,35295,11,5,810,5,13
08284652,34095,35655,12,8,1560,5,13
03dcd3d3,34345,36015,0,3,1670,5,13
05724c61,34565,36375,1,5,1810,5,13
00457ed9,34405,36785,5,0,2380,5,13
0a7cd0d6,34285,37145,6,10,2860,5,13
09ff7e52,34695,37895,10,9,3200,5,13
07784c56,34615,38265,12,7,3650,5,13
03272773,34745,38625,0,3,3880,5,13
00df78c9,34475,39055,5,0,4580,5,13
07e32493,135005,135385,3,7,380,5,13
02e28bd4,135005,136105,4,2,1100,5,13
0b3b8133,135005,136825,3,11,1820,5,13
0b74a020,135005,137185,0,11,2180,5,13
044b341b,135005,137905,11,4,2900,5,13
09265b63,135005,138265,3,9,3260,5,13
0079a0b0,135005,138625,0,0,3620,5,13
066333ac,135005,138985,12,6,3980,5,13
03307623,135005,139345,3,3,4340,5,13
0cd60b79,135005,139705,9,12,4700,5,13
027fc512,135005,140065,2,2,5060,5,13
0aa4ec58,135005,140425,8,10,5420,5,13
06f62632,135005,140785,2,6,5780,5,13
07ccc9d5,135005,141145,5,7,6140,5,13
01fdd6b3,135005,141505,3,1,6500,5,13
07572cf6,135005,141865,6,7,6860,5,13
078bdf25,135005,142225,5,7,7220,5,13
0ba12891,135005,142585,1,11,7580,5,13
0b502bc3,135005,142945,3,11,7940,5,13
012554fa,135005,143305,10,1,8300,5,13
0799bf16,135005,143665,6,7,8660,5,13
039a18fc,135005,144025,12,3,9020,5,13
0cbc05bc,135005,144385,12,12,9380,5,13
0c25a77a,337105,337555,10,12,450,5,13
012ed3d7,337205,338085,7,1,880,5,13
01cdb123,438015,438435,3,1,420,5,13
0c5007e3,438085,439025,3,12,940,5,13
099e7393,539135,539545,3,9,410,5,13
0095e812,12025,12425,2,0,400,9,3
00752121,12435,13155,2,0,720,9,3
003e3010,12475,13545,2,0,1070,9,3
02724c60,23365,23835,0,2,470,9,3
00784c50,34095,34475,1,0,380,9,3
00ff7e52,34195,34835,2,0,640,9,3
013d2aa1,34155,35195,0,1,1040,9,3
02a4ec52,34575,35555,1,2,980,9,3
0262ad52,35365,36635,1,2,1270,9,3
00572cf2,35695,36995,2,0,1300,9,3
024b3410,35985,37715,1,2,1730,9,3
00572cf2,35695,38075,2,0,2380,9,3
024b3410,35985,38795,1,2,2810,9,3
02a4b150,135005,135385,0,2,380,9,3
024569f1,135005,135745,1,2,740,9,3
02f38861,337395,338855,1,2,1460,9,3
01a0c8e2,337405,339215,2,1,1810,9,3
019a82f2,438415,439745,2,1,1330,9,3
002e2ed2,539435,539875,2,0,440,9,3
02fc1290,539345,540235,0,2,890,9,3
0236cda1,539485,540595,1,2,1110,9,3
0753524b,1005,1615,11,7,610,1,13
0995e814,12085,12625,11,9,540,1,13
0a4d6090,23055,23665,0,10,610,1,13
0197b0d3,34075,34465,3,1,390,1,13
02056632,34035,34835,5,2,800,1,13
0b3f1765,34385,35205,7,11,820,1,13
0b284657,34135,35565,8,11,1430,1,13
06457ed5,34465,35925,9,6,1460,1,13
05069f26,35205,36285,10,5,1080,1,13
037cd0d2,34325,36645,11,3,2320,1,13
07726657,35555,37365,0,7,1810,1,13
0cf998d2,34115,37725,1,12,3610,1,13
05df78c0,34535,38085,2,5,3550,1,13
0197b0d3,34075,38445,3,1,4370,1,13
0030acab,36495,38805,4,0,2310,1,13
02056632,34035,39165,5,2,5130,1,13
04b582db,35455,39525,6,4,4070,1,13
0b3f1765,34385,39885,7,11,5500,1,13
0b284657,34135,40245,8,11,6110,1,13
06457ed5,34465,40605,9,6,6140,1,13
05069f26,35205,40965,10,5,5760,1,13
037cd0d2,34325,41325,11,3,7000,1,13
07726657,35555,42045,0,7,6490,1,13
0cf998d2,34115,42405,1,12,8290,1,13
05df78c0,34535,42765,2,5,8230,1,13
0197b0d3,34075,43125,3,1,9050,1,13
0030acab,36495,43485,4,0,6990,1,13
02056632,34035,43845,5,2,9810,1,13
04b582db,35455,44205,6,4,8750,1,13
0b3f1765,34385,44565,7,11,10180,1,13
0b284657,34135,44925,8,11,10790,1,13
06457ed5,34465,45285,9,6,10820,1,13
05069f26,35205,45645,10,5,10440,1,13
0b4569f3,135005,135385,3,11,380,1,13
08c603b1,135005,135745,1,8,740,1,13
0a3327e6,135005,136465,6,10,1460,1,13
01a4b158,135005,136825,8,1,1820,1,13
0699bf17,135005,137185,7,6,2180,1,13
0ac4bd96,135005,137545,6,10,2540,1,13
02307624,135005,137905,4,2,2900,1,13
065fb4c7,135005,138265,7,6,3260,1,13
091559fb,135005,138625,11,9,3620,1,13
029a18fc,135005,138985,12,2,3980,1,13
05da9f8c,135005,139345,12,5,4340,1,13
00d60b74,135005,139705,4,0,4700,1,13
03e37890,539085,539695,0,3,610,1,13
01535246,1095,1595,6,1,500,11,7
0195e815,12045,12445,5,1,400,11,7
01056630,12185,12815,0,1,630,11,7
01f998d5,12325,13185,2,1,860,11,7
0197b0d4,12265,13575,5,1,1310,11,7
06284654,23065,23565,4,6,500,11,7
027cd0d4,23195,24035,4,2,840,11,7
023f1763,34055,34465,6,2,410,11,7
06df78c2,34215,34835,1,6,620,11,7
04dcd3d5,34105,35555,3,4,1450,11,7
05272772,34405,35915,4,5,1510,11,7
06784c56,34315,36275,5,6,1960,11,7
013d2aa6,34355,36635,6,1,2280,11,7
04cdb8f2,34495,36995,0,4,2500,11,7
032d6122,34465,37355,1,3,2890,11,7
063870a6,35025,37715,2,6,2690,11,7
0503e963,35335,38075,3,5,2740,11,7
03fe91d6,35865,38435,4,3,2570,11,7
04572cf1,35935,39155,6,4,3220,11,7
0430aca3,36145,39515,0,4,3370,11,7
047d6533,35585,39875,1,4,4290,11,7
03ccc9d4,35265,40235,2,3,4970,11,7
0214c3c6,36235,40595,3,2,4360,11,7
029650a0,36065,40955,4,2,4890,11,7
01ec0d75,135005,135745,5,1,740,11,7
059e7390,135005,136105,0,5,1100,11,7
01a0c8e0,135005,136465,0,1,1460,11,7
05b36cb5,135005,136825,5,5,1820,11,7
03e618a0,135005,137185,0,3,2180,11,7
0379a0b4,135005,137545,4,3,2540,11,7
06e32490,135005,137905,0,6,2900,11,7
005007e6,135005,138265,6,0,3260,11,7
00563585,135005,138625,5,0,3620,11,7
0290d442,135005,138985,2,2,3980,11,7
01119792,135005,139345,2,1,4340,11,7
05502bc1,135005,139705,1,5,4700,11,7
00c4bd93,135005,140065,3,0,5060,11,7
03ebc9a0,337065,337495,0,3,430,11,7
061340a3,438305,438695,3,6,390,11,7
00976675,438285,439415,5,0,1130,11,7
05e8a386,438355,439775,6,5,1420,11,7
04187791,438455,440145,1,4,1690,11,7
064266d3,539495,539905,3,6,410,11,7
02cde4d0,539415,540315,0,2,900,11,7
060b7d91,539485,540675,1,6,1190,11,7
07056634,12205,12825,0,7,620,7,8
074d6096,12135,13255,5,7,1120,7,8
07f998d1,12315,13745,5,7,1430,7,8
01752126,34035,34425,5,1,390,7,8
01457ed3,34265,35145,7,1,880,7,8
05069f21,34825,35505,0,5,680,7,8
05dcd3d7,34215,36225,2,5,2010,7,8
07272775,34695,36585,3,7,1890,7,8
053f1761,34135,36945,4,5,2810,7,8
03df78c4,34335,37305,5,3,2970,7,8
0707ae84,34965,37665,6,7,2700,7,8
05de9f91,34385,38025,7,5,3640,7,8
05b582d5,35195,38385,0,5,3190,7,8
06fdd6b3,35805,38745,1,6,2940,7,8
04572cf4,36015,39105,2,4,3090,7,8
0030aca0,36185,39465,3,0,3280,7,8
0214c3c6,36265,39825,4,2,3560,7,8
02c380d7,35725,40185,5,2,4460,7,8
0403e963,35625,40905,7,4,5280,7,8
030f3787,36515,41265,0,3,4750,7,8
05b34d82,36495,41625,1,5,5130,7,8
02bc05b4,135005,135385,4,2,380,7,8
02d7f0c2,135005,135745,2,2,740,7,8
015816d6,135005,136105,6,1,1100,7,8
02b4b492,135005,136465,2,2,1460,7,8
05599fa2,135005,136825,2,5,1820,7,8
05c603b4,135005,137545,4,5,2540,7,8
055fb4c7,135005,137905,7,5,2900,7,8
007fc515,135005,138265,5,0,3260,7,8
00cdb125,135005,138625,5,0,3620,7,8
03488780,135005,138985,0,3,3980,7,8
03a0c8e5,135005,139345,5,3,4340,7,8
06292b30,135005,139705,0,6,4700,7,8
03241857,135005,140065,7,3,5060,7,8
074569f5,135005,140785,5,7,5780,7,8
04fc1291,337015,337535,1,4,520,7,8
072e2ed3,337105,337905,3,7,800,7,8
04119796,337455,338635,6,4,1180,7,8
05ae2b57,337325,338995,7,5,1670,7,8
07fb6650,337265,339355,0,7,2090,7,8
0336cda1,337205,339715,1,3,2510,7,8
0340cd07,438085,438905,7,3,820,7,8
016adab3,438175,439315,3,1,1140,7,8
04f72fd7,539115,539615,7,4,500,7,8
06ebc9a0,539105,539975,0,6,870,7,8
0c535244,1015,1555,4,12,540,6,14
0b95e818,12095,12665,9,11,570,6,14
0197b0d4,23035,23565,4,1,530,6,14
08f998d4,23095,24175,4,8,1080,6,14
05752121,34095,34955,7,5,860,6,14
0d28465a,34055,35685,10,13,1630,6,14
07069f28,34935,36045,11,7,1110,6,14
02457edb,34315,36405,12,2,2090,6,14
09ff7e58,34645,36775,0,9,2130,6,14
00df78cc,34385,37135,1,0,2750,6,14
0a449234,36085,37495,2,10,1410,6,14
0c72665d,35225,37855,3,12,2630,6,14
07a4ec51,35075,38575,5,7,3500,6,14
0a272772,34685,38935,6,10,4250,6,14
04dcd3d0,34285,39295,7,4,5010,6,14
02cdb8f6,34865,39655,8,2,4790,6,14
06572cf4,36025,40015,9,6,3990,6,14
0ce28bd0,35125,40375,10,12,5250,6,14
0263eaea,35845,40735,11,2,4890,6,14
0accc9d2,35455,41095,12,10,5640,6,14
0a7d6536,35615,41465,0,10,5850,6,14
0562ad5b,35765,41825,1,5,6060,6,14
0074a027,35805,42195,3,0,6390,6,14
07fe91dc,35945,42565,5,7,6620,6,14
053870a5,35285,42925,6,5,7640,6,14
023b813d,35555,43285,7,2,7730,6,14
04fdd6b3,35665,43645,8,4,7980,6,14
062ae3f8,135005,135385,8,6,380,6,14
0b599fa3,135005,135745,3,11,740,6,14
098565f0,135005,136105,0,9,1100,6,14
06fc129d,135005,136465,13,6,1460,6,14
07119795,135005,136825,5,7,1820,6,14
0a30aca2,135005,137185,2,10,2180,6,14
0b0f3786,135005,137545,6,11,2540,6,14
05502bca,135005,137905,10,5,2900,6,14
07c603b3,135005,138265,3,7,3260,6,14
0030762d,135005,138625,13,0,3620,6,14
064569fb,135005,138985,11,6,3980,6,14
05ec0d72,135005,139345,2,5,4340,6,14
0925a77a,135005,139705,10,9,4700,6,14
0728f1f5,135005,140065,5,7,5060,6,14
04a0c8eb,135005,140425,11,4,5420,6,14
009a82f0,135005,140785,0,0,5780,6,14
0d91ae6c,135005,141145,12,13,6140,6,14
03ae2b58,135005,141505,8,3,6500,6,14
056adab4,135005,141865,4,5,6860,6,14
0a99bf15,135005,143305,5,10,8300,6,14
01da9f86,135005,143665,6,1,8660,6,14
04e32494,135005,144025,4,4,9020,6,14
05ccec2b,135005,144385,11,5,9380,6,14
0d5816dd,135005,144745,13,13,9740,6,14
06102c34,337095,337715,4,6,620,6,14
0beed568,337195,338125,8,11,930,6,14
029e94ed,337255,338555,13,2,1300,6,14
0697667a,438065,438615,10,6,550,6,14
031340ac,438135,438985,12,3,850,6,14
09bc4b8b,539205,539805,11,9,600,6,14
074bf94d,539235,540175,13,7,940,6,14
0553524b,1025,1535,11,5,510,2,12
0095e81a,12105,12525,10,0,420,2,12
004d6091,12165,13015,6,0,850,2,12
04056636,23045,23445,6,4,400,2,12
0997b0d9,34105,34565,0,9,460,2,12
08df78c1,34605,35655,4,8,1050,2,12
0b7cd0d3,34405,36025,6,11,1620,2,12
0a3e3017,34345,36385,7,10,2040,2,12
07284653,34205,36745,8,7,2540,2,12
00f998d1,34145,37105,9,0,2960,2,12
03784c54,34795,37465,10,3,2670,2,12
07752124,34245,38185,0,7,3940,2,12
08726658,35515,38545,1,8,3030,2,12
08a4ec59,35345,38905,2,8,3560,2,12
0074a022,36395,39275,4,0,2880,2,12
08845aa5,35835,39635,5,8,3800,2,12
0bb582d6,35445,39995,6,11,4550,2,12
048495c8,35375,40355,7,4,4980,2,12
05ff7e56,34905,40715,8,5,5810,2,12
06de9f99,34685,41075,9,6,6390,2,12
00e28bd2,35415,41435,10,0,6020,2,12
06457ed1,34555,41795,11,6,7240,2,12
07752124,34245,42155,0,7,7910,2,12
08726658,35515,42515,1,8,7000,2,12
073b8137,36085,42875,2,7,6790,2,12
0074a022,36395,43245,4,0,6850,2,12
037d6535,36225,43605,5,3,7380,2,12
0bb582d6,35445,43965,6,11,8520,2,12
048495c8,35375,44325,7,4,8950,2,12
05ff7e56,34905,44685,8,5,9780,2,12
06de9f99,34685,45045,9,6,10360,2,12
00e28bd2,35415,45405,10,0,9990,2,12
01da9f8b,135005,135385,11,1,380,2,12
034569f9,135005,135745,9,3,740,2,12
02bc05b1,135005,136105,1,2,1100,2,12
03e32492,135005,136465,2,3,1460,2,12
00ec0d77,135005,136825,7,0,1820,2,12
0512f96a,135005,137185,10,5,2180,2,12
00ccec24,135005,137545,4,0,2540,2,12
0225a772,135005,137905,2,2,2900,2,12
05cdb121,135005,138265,1,5,3260,2,12
0199bf1a,135005,138625,10,1,3620,2,12
0a30762b,135005,138985,11,10,3980,2,12
