pckg, tiempo_envio [ns], tiempo_recibido [ns], terminal_envio, terminal_recibido, latencia [ns], profunidad, drivers
04a4ec53,34305,36725,3,4,2420,14,9
078495c6,34335,37445,5,7,3110,14,9
003870a7,34595,37805,6,0,3210,14,9
00fe91d1,35185,38165,7,0,2980,14,9
007d6534,34975,38525,8,0,3550,14,9
0763eae3,35145,38885,0,7,3740,14,9
06572cf0,35225,39245,1,6,4020,14,9
069650a4,35385,39975,4,6,4590,14,9
02fdd6b4,34985,40335,5,2,5350,14,9
00421204,34715,40695,6,0,5980,14,9
04449232,35295,41055,7,4,5760,14,9
00ebc9a6,135005,135385,6,0,380,14,9
037ca594,135005,135745,4,3,740,14,9
0518d884,135005,136105,4,5,1100,14,9
0214c3c3,135005,136465,3,2,1460,14,9
047be711,135005,136825,1,4,1820,14,9
012ed3d5,135005,137545,5,1,2540,14,9
06f38863,135005,137905,3,6,2900,14,9
088db5a8,135005,138265,8,8,3260,14,9
05807691,135005,138985,1,5,3980,14,9
027c63d5,135005,139345,5,2,4340,14,9
06fdd2a8,135005,139705,8,6,4700,14,9
069a18f3,135005,140065,3,6,5060,14,9
017edc84,135005,140425,4,1,5420,14,9
07caf2a8,135005,140785,8,7,5780,14,9
03fcf0e1,135005,141505,1,3,6500,14,9
03199ba2,337185,337575,2,3,390,14,9
07504734,337085,337945,4,7,860,14,9
074f61a5,337255,338305,5,7,1050,14,9
08ab35e7,337195,338675,7,8,1480,14,9
04000b91,337275,339065,1,4,1790,14,9
05779fa4,337225,339455,4,5,2230,14,9
03761372,539055,539485,2,3,430,14,9
03a9b7e2,539455,539895,2,3,440,14,9
059837d4,539315,540265,4,5,950,14,9
0161ab68,539285,540675,8,1,1390,14,9
08d80db1,539505,541045,1,8,1540,14,9
00535241,1025,1415,1,0,390,9,4
0095e810,12105,12525,2,0,420,9,4
00056631,23045,23425,1,0,380,9,4
01752123,34115,34495,0,1,380,9,4
017cd0d0,34295,35575,3,1,1280,9,4
01dcd3d2,34395,35985,3,1,1590,9,4
00fdd6b2,135005,135385,2,0,380,9,4
01df78c3,135005,135745,3,1,740,9,4
02069f21,135005,136105,1,2,1100,9,4
012d6122,135005,137185,2,1,2180,9,4
00726653,135005,137545,3,0,2540,9,4
01e618a0,337045,337435,0,1,390,9,4
004b3412,337115,337805,2,0,690,9,4
00513ae2,438305,439235,2,0,930,9,4
02c603b3,539365,540125,3,2,760,9,4
01535244,1065,1535,4,1,470,6,5
0095e811,12075,12525,3,0,450,6,5
004d6090,12115,12885,4,0,770,6,5
00056630,12175,13255,1,0,1080,6,5
003f1764,34315,34885,4,0,570,6,5
04dcd3d3,34325,35245,0,4,920,6,5
032d6123,34755,37045,0,3,2290,6,5
03784c54,34555,37405,1,3,2850,6,5
04726654,135005,135385,4,4,380,6,5
01ccc9d0,135005,135745,0,1,740,6,5
0462ad51,135005,136105,1,4,1100,6,5
029650a3,135005,136465,3,2,1460,6,5
04421201,135005,137185,1,4,2180,6,5
017d6530,135005,137545,0,1,2540,6,5
00572cf1,135005,137905,1,0,2900,6,5
00e618a3,135005,138265,3,0,3260,6,5
01e28bd1,135005,138625,1,1,3620,6,5
04265b62,337115,337495,2,4,380,6,5
01502bc4,337275,338215,4,1,940,6,5
0150deb0,337105,338575,0,1,1470,6,5
04bf9c62,337155,338945,2,4,1790,6,5
02fdd2a0,438075,438525,0,2,450,6,5
0379a0b0,438165,438955,0,3,790,6,5
00c603b3,539295,539705,3,0,410,6,5
03535241,1015,1415,1,3,400,9,4
0295e811,12105,12485,0,2,380,9,4
0297b0d2,12255,12845,1,2,590,9,4
02f998d0,12275,13215,3,2,940,9,4
02056633,12245,13575,0,2,1330,9,4
03284651,23065,23505,1,3,440,9,4
03dcd3d1,23375,23915,1,3,540,9,4
03457ed3,34015,34405,0,3,390,9,4
00de9f93,34095,34765,1,0,670,9,4
03069f23,34645,35845,0,3,1200,9,4
02272772,34405,36205,1,2,1800,9,4
023870a3,35175,36575,3,2,1400,9,4
02b22803,35225,36935,0,2,1710,9,4
03726650,35055,37295,1,3,2240,9,4
00fdd2a1,135005,135385,1,0,380,9,4
004b3410,135005,136465,0,0,1460,9,4
023327e2,135005,136825,2,2,1820,9,4
0362ad50,135005,137185,0,3,2180,9,4
038bdf21,135005,137545,1,3,2540,9,4
03513ae2,135005,137905,2,3,2900,9,4
021559f3,337105,337495,3,2,390,9,4
009a18f1,337155,337865,1,0,710,9,4
00d945c2,438085,438475,2,0,390,9,4
034569f0,438075,438845,0,3,770,9,4
01e37890,438235,439255,0,1,1020,9,4
0212f960,539205,540125,0,2,920,9,4
00ccec21,539355,540485,1,0,1130,9,4
02535245,1015,1655,5,2,640,4,15
0695e812,12025,12425,8,6,400,4,15
064d6094,12035,12995,5,6,960,4,15
09056632,23105,23605,2,9,500,4,15
0297b0db,34025,34525,13,2,500,4,15
09dcd3d9,34395,34885,14,9,490,4,15
00284658,34105,35255,1,0,1150,4,15
0b457ed3,34475,35615,2,11,1140,4,15
02f998d3,34085,35975,3,2,1890,4,15
0a7cd0d1,34255,36335,4,10,2080,4,15
008495c3,35465,37055,6,0,1590,4,15
08726651,35675,37415,7,8,1740,4,15
0c2d612d,35085,37775,8,12,2690,4,15
03752129,34155,38135,9,3,3980,4,15
00724c67,34675,38495,10,0,3820,4,15
0e74a02c,36515,38855,11,14,2340,4,15
0a696ce8,35235,39575,13,10,4340,4,15
0c7d6532,36235,40295,0,12,4060,4,15
0edf78c6,34565,40655,1,14,6090,4,15
04e28bd6,35555,41015,2,4,5460,4,15
0eb582d7,35625,41375,3,14,5750,4,15
0142120b,35875,41735,4,1,5860,4,15
07ccc9d6,35985,42095,5,7,6110,4,15
0062ad50,36415,42455,6,0,6040,4,15
0a50deb1,37275,42825,8,10,5550,4,15
023f1765,34355,43185,9,2,8830,4,15
0344923c,36745,43905,11,3,7160,4,15
09cdb8f5,35115,44265,12,9,9150,4,15
07265b68,37325,44625,13,7,7300,4,15
0d9650a2,36845,44985,14,13,8140,4,15
03fe91d9,36625,45715,2,3,9090,4,15
0403e96b,36025,46075,3,4,10050,4,15
0142120b,35875,46435,4,1,10560,4,15
007fc511,135005,135385,1,0,380,4,15
047edc83,135005,135745,3,4,740,4,15
0a5007e1,135005,136105,1,10,1100,4,15
04bf6d3a,135005,136465,10,4,1460,4,15
0cb4b49e,135005,136825,14,12,1820,4,15
01dbc263,135005,137545,3,1,2540,4,15
02292b3a,135005,137905,10,2,2900,4,15
04b36cb2,135005,138265,2,4,3260,4,15
0bfdd2ad,135005,138625,13,11,3620,4,15
052554f8,135005,138985,8,5,3980,4,15
03a4b152,135005,139345,2,3,4340,4,15
075fb4c2,135005,139705,2,7,4700,4,15
02d60b77,135005,140065,7,2,5060,4,15
0ce37890,135005,140425,0,12,5420,4,15
0a2e2ed3,337105,337715,3,10,610,4,15
0b36cda8,438095,438615,8,11,520,4,15
0dfb665b,438105,439005,11,13,900,4,15
04ae2b58,539065,539575,8,4,510,4,15
0a535248,1015,1475,8,10,460,15,12
084d6095,12095,12505,9,8,410,15,12
08056638,12115,12955,3,8,840,15,12
0895e814,12075,13325,5,8,1250,15,12
0b97b0da,23085,23525,10,11,440,15,12
01457eda,23525,24095,10,1,570,15,12
08df78ca,23585,24665,10,8,1080,15,12
0ade9f99,34075,34545,11,10,470,15,12
09784c5b,34195,34935,2,9,740,15,12
053d2aa5,34285,35305,4,5,1020,15,12
092d6127,34515,35695,7,9,1180,15,12
03724c67,34165,36055,8,3,1890,15,12
03272778,34465,36445,11,3,1980,15,12
098495c1,34755,36805,0,9,2050,15,12
06696ce8,34615,37175,2,6,2560,15,12
03a4ec55,34725,37545,4,3,2820,15,12
06069f25,34595,37935,7,6,3340,15,12
0107ae82,34695,38685,11,1,3990,15,12
001559f7,135005,135385,7,0,380,15,12
027edc88,135005,135745,8,2,740,15,12
01563585,135005,136105,5,1,1100,15,12
078db5a8,135005,136465,8,7,1460,15,12
03f72fd5,135005,136825,5,3,1820,15,12
02cde4d8,135005,137185,8,2,2180,15,12
05530c76,135005,137545,6,5,2540,15,12
00779fab,135005,137905,11,0,2900,15,12
033b6cfb,135005,138265,11,3,3260,15,12
0b72665a,135005,138625,10,11,3620,15,12
00513ae2,135005,139345,2,0,4340,15,12
06d7f0c2,135005,139705,2,6,4700,15,12
062ae3fb,135005,140065,11,6,5060,15,12
01b36cb1,135005,140425,1,1,5420,15,12
05daddc7,135005,140785,7,5,5780,15,12
097ca592,135005,141145,2,9,6140,15,12
05199ba0,135005,141865,0,5,6860,15,12
07a9b7e1,135005,142225,1,7,7220,15,12
0b74a025,135005,142945,5,11,7940,15,12
07265b66,135005,143305,6,7,8300,15,12
028d14e4,337045,337435,4,2,390,15,12
09efda95,337175,337795,5,9,620,15,12
02a8ca17,337195,338165,7,2,970,15,12
08bb90e0,337275,338925,0,8,1650,15,12
07fb52a3,438305,438735,3,7,430,15,12
06a1d2a4,438315,439095,4,6,780,15,12
06de6385,438445,439455,5,6,1010,15,12
005ff9e7,438405,439825,7,0,1420,15,12
055f48db,438335,440235,11,5,1900,15,12
0bfa8790,438495,440595,0,11,2100,15,12
050c96b9,539245,539795,9,5,550,15,12
027aec7b,539265,540165,11,2,900,15,12
05535241,1095,1495,1,5,400,13,8
0595e810,12035,12525,2,5,490,13,8
053e3012,12395,12885,3,5,490,13,8
054d6097,12065,13245,4,5,1180,13,8
05056636,12105,13615,6,5,1510,13,8
05457ed0,12625,13975,7,5,1350,13,8
05284656,12295,14335,0,5,2040,13,8
05df78c6,12715,14695,1,5,1980,13,8
053f1763,12475,15055,2,5,2580,13,8
057cd0d4,12445,15425,4,5,2980,13,8
05752127,12385,15835,0,5,3450,13,8
07de9f93,23105,23545,3,7,440,13,8
00724c63,23155,24035,3,0,880,13,8
01784c50,34065,34565,4,1,500,13,8
05cdb8f4,34425,34955,7,5,530,13,8
05726652,34805,35325,1,5,520,13,8
04272773,34245,35685,2,4,1440,13,8
07ff7e55,34215,36045,3,7,1830,13,8
0307ae86,34525,36405,4,3,1880,13,8
00845aa2,35085,36765,5,0,1680,13,8
02a4ec55,34595,37125,6,2,2530,13,8
02069f23,34465,37485,7,2,3020,13,8
053b8135,35225,37845,0,5,2620,13,8
00421201,35015,38205,1,0,3190,13,8
06fe91d2,35535,38565,2,6,3030,13,8
0714c3c3,35775,38925,3,7,3150,13,8
0762ad52,35455,39285,4,7,3830,13,8
01bf9c61,36265,39645,5,1,3380,13,8
0279a0b7,36485,40005,6,2,3520,13,8
01241851,36615,40365,7,1,3750,13,8
02502bc0,36385,40725,0,2,4340,13,8
00fdd2a2,36415,41085,1,0,4670,13,8
077be711,36515,41805,3,7,5290,13,8
00f38861,135005,135385,1,0,380,13,8
0391ae65,135005,135745,5,3,740,13,8
06fcf0e2,135005,136105,2,6,1100,13,8
014bf944,135005,136465,4,1,1460,13,8
02c603b7,135005,137185,7,2,2180,13,8
03d945c7,135005,137545,7,3,2540,13,8
03cdb120,135005,137905,0,3,2900,13,8
058fdf75,135005,138265,5,5,3260,13,8
0290b2a2,135005,138625,2,2,3620,13,8
00187793,135005,138985,3,0,3980,13,8
05371956,135005,139345,6,5,4340,13,8
017a6fd2,135005,139705,2,1,4700,13,8
01d60b76,135005,140065,6,1,5060,13,8
0525a773,135005,140425,3,5,5420,13,8
00caf2a4,135005,140785,4,0,5780,13,8
01e05d54,337055,337435,4,1,380,13,8
054f61a1,337155,337865,1,5,710,13,8
07737964,337265,338255,4,7,990,13,8
0461ab66,438145,438575,6,4,430,13,8
0759f260,438105,438945,0,7,840,13,8
07f0fdc3,539095,539545,3,7,450,13,8
07578a14,539655,540225,4,7,570,13,8
02396505,539785,540585,5,2,800,13,8
00535241,1025,1655,1,0,630,16,16
0695e81c,12025,12405,4,6,380,16,16
064d6097,12055,12765,5,6,710,16,16
06056638,12135,13135,7,6,1000,16,16
063e301f,12375,13505,9,6,1130,16,16
0697b0da,12185,13995,1,6,1810,16,16
06f998df,12235,14365,3,6,2130,16,16
06284653,12265,14725,4,6,2460,16,16
06752121,12355,15315,1,6,2960,16,16
0b7cd0d7,23065,23465,7,11,400,16,16
033d2aa7,23475,24115,7,3,640,16,16
0407ae87,23975,24765,7,4,790,16,16
0fb582d1,34155,34535,10,15,380,16,16
06a4ec5f,34015,34895,11,6,880,16,16
097d653e,34835,35255,12,9,420,16,16
0603e96b,34625,35615,13,6,990,16,16
0172665d,34255,36335,15,1,2080,16,16
0f74a02a,34915,36695,0,15,1780,16,16
058495cf,34085,37055,1,5,2970,16,16
0dccc9da,34575,37775,3,13,3200,16,16
08b22804,34335,38135,4,8,3800,16,16
09c380d7,34815,38495,5,9,3680,16,16
08845aa0,34475,38865,7,8,4390,16,16
007be719,35725,39585,9,0,3860,16,16
0f449236,35035,39945,10,15,4910,16,16
0a42120b,34385,40305,11,10,5920,16,16
09265b61,35525,40675,13,9,5150,16,16
086333ae,35975,41395,15,8,5420,16,16
07572cf0,35005,41755,0,7,6750,16,16
033327e4,35995,42115,1,3,6120,16,16
00513ae4,35555,42475,2,0,6920,16,16
0ec603b4,35935,42835,3,14,6900,16,16
0679a0b0,35675,43195,4,6,7520,16,16
06bf9c6e,35535,43555,5,6,8020,16,16
0c241857,35765,43925,7,12,8160,16,16
0f502bc2,35615,44315,10,15,8700,16,16
0f2554f3,35855,44675,11,15,8820,16,16
08f72fda,135005,135745,10,8,740,16,16
0c0b7d95,135005,136105,5,12,1100,16,16
0f7e408f,135005,136465,15,15,1460,16,16
0f000b99,135005,136825,9,15,1820,16,16
0b409176,135005,137185,6,11,2180,16,16
0befda9d,135005,137545,13,11,2540,16,16
0cbddb66,135005,137905,6,12,2900,16,16
025a8a11,135005,138265,1,2,3260,16,16
0575f4b6,135005,138625,6,5,3620,16,16
00c03736,135005,138985,6,0,3980,16,16
05e9314b,135005,139345,11,5,4340,16,16
05a0fc9e,135005,139705,14,5,4700,16,16
0899bf16,135005,140065,6,8,5060,16,16
0e2ae3f3,135005,140785,3,14,5780,16,16
0cdaddc2,135005,141145,2,12,6140,16,16
01b69db1,135005,141505,1,1,6500,16,16
03530c72,135005,141865,2,3,6860,16,16
09e05d55,135005,142225,5,9,7220,16,16
058e4fac,135005,142585,12,5,7580,16,16
098d14e4,135005,142945,4,9,7940,16,16
0d0c96bc,135005,143305,12,13,8300,16,16
023cfca3,135005,143665,3,2,8660,16,16
044df289,135005,144025,9,4,9020,16,16
046fae26,135005,144385,6,4,9380,16,16
0bd2358b,135005,144745,11,11,9740,16,16
0aa5649d,135005,145105,13,10,10100,16,16
09197384,135005,145465,4,9,10460,16,16
0fec0d76,135005,145825,6,15,10820,16,16
03a595b2,135005,146185,2,3,11180,16,16
0b8fdf7b,135005,146545,11,11,11540,16,16
0bc35158,337135,337515,8,11,380,16,16
0414ee19,337155,337875,9,4,720,16,16
0f4d362a,337105,338235,10,15,1130,16,16
0869dc1b,337415,338595,11,8,1180,16,16
0129d17e,337175,339325,14,1,2150,16,16
0c627072,337495,339735,2,12,2240,16,16
07bee436,337185,340145,6,7,2960,16,16
0b604868,337285,340515,8,11,3230,16,16
027cb25e,337355,340965,14,2,3610,16,16
05b7b2ce,438095,438725,14,5,630,16,16
058585cf,539295,539945,15,5,650,16,16
03535240,1075,1475,0,3,400,9,4
024d6093,12175,12885,3,2,710,9,4
01056630,23075,23485,0,1,410,9,4
01f998d0,23165,23895,0,1,730,9,4
02284653,34095,34485,0,2,390,9,4
00752120,34155,34845,1,0,690,9,4
00dcd3d0,34425,35205,2,0,780,9,4
013f1763,34365,35565,3,1,1200,9,4
003e3011,34235,36285,1,0,2050,9,4
00df78c2,34575,37005,3,0,2430,9,4
0274a020,135005,135385,0,2,380,9,4
01724c60,135005,135745,0,1,740,9,4
0307ae81,135005,136105,1,3,1100,9,4
03421202,135005,136465,2,3,1460,9,4
0114c3c3,135005,136825,3,1,1820,9,4
03069f23,135005,137185,3,3,2180,9,4
003870a2,135005,137545,2,0,2540,9,4
00fdd6b1,135005,137905,1,0,2900,9,4
02513ae0,337165,337855,0,2,690,9,4
00fdd2a3,337335,338585,3,0,1250,9,4
00241851,337525,338955,1,0,1430,9,4
022554f3,337565,339325,3,2,1760,9,4
0099bf13,438225,438955,3,0,730,9,4
02a4b150,438205,439315,0,2,1110,9,4
03307622,438355,439685,2,3,1330,9,4
025fb4c0,438365,440405,0,2,2040,9,4
03d60b72,539245,539655,2,3,410,9,4
04535240,1075,1615,0,4,540,7,9
0195e812,12035,12415,7,1,380,7,9
014d6090,12045,12845,3,1,800,7,9
01f998d2,12155,13235,6,1,1080,7,9
0197b0d3,12125,13595,7,1,1470,7,9
01284656,12215,14085,6,1,1870,7,9
07752124,23085,23525,4,7,440,7,9
037cd0d1,34065,34465,1,3,400,7,9
053f1766,34155,34825,2,5,670,7,9
07457ed3,34275,35185,3,7,910,7,9
053e3018,34035,35545,4,5,1510,7,9
02dcd3d1,34175,35905,5,2,1730,7,9
03724c63,34495,36995,0,3,2500,7,9
07272777,34705,37355,1,7,2650,7,9
05784c54,34545,37715,2,5,3170,7,9
083870a8,35375,38075,3,8,2700,7,9
03de9f94,34425,38435,4,3,4010,7,9
06b22806,35465,38795,5,6,3330,7,9
0530aca6,36375,39155,6,5,2780,7,9
08e28bd0,35215,39515,7,8,4300,7,9
079650a8,36355,39875,8,7,3520,7,9
0162ad57,36085,40235,0,1,4150,7,9
057d6538,35985,40595,1,5,4610,7,9
04845aa2,35625,40955,2,4,5330,7,9
01c380d7,35895,41315,3,1,5420,7,9
0174a022,36165,41675,4,1,5510,7,9
0363eae3,36185,42035,5,3,5850,7,9
02cdb127,135005,135385,7,2,380,7,9
05488788,135005,135745,8,5,740,7,9
018bdf22,135005,136465,2,1,1460,7,9
03265b67,135005,136825,7,3,1820,7,9
08241855,135005,137185,5,8,2180,7,9
04c4bd90,135005,137545,0,4,2540,7,9
054569f3,135005,137905,3,5,2900,7,9
027fc510,135005,138265,0,2,3260,7,9
06563582,135005,138985,2,6,3980,7,9
07bb4a35,135005,139345,5,7,4340,7,9
04a12893,135005,139705,3,4,4700,7,9
0779a0b3,135005,140065,3,7,5060,7,9
00a4b152,135005,140425,2,0,5420,7,9
04da9f84,135005,140785,4,4,5780,7,9
0233ed07,135005,141145,7,2,6140,7,9
04292b37,337095,337495,7,4,400,7,9
08b36cb6,438205,438655,6,8,450,7,9
0891ae61,438235,439405,1,8,1170,7,9
06fb6658,539395,540235,8,6,840,7,9
01535240,1025,1435,0,1,410,2,2
01284651,34115,34485,0,1,370,2,2
003e3011,34235,34845,1,0,610,2,2
01284651,34115,35205,0,1,1090,2,2
00724c61,34605,35565,1,0,960,2,2
01284651,34115,35925,0,1,1810,2,2
00724c61,34605,36285,1,0,1680,2,2
01284651,34115,36645,0,1,2530,2,2
00724c61,34605,37005,1,0,2400,2,2
01284651,34115,37365,0,1,3250,2,2
00724c61,34605,37725,1,0,3120,2,2
01284651,34115,38085,0,1,3970,2,2
000f3781,135005,135385,1,0,380,2,2
01265b60,337105,337485,0,1,380,2,2
05535241,1015,1495,1,5,480,2,8
0495e815,12085,12525,2,4,440,2,8
044d6096,12175,12975,0,4,800,2,8
02056633,23015,23395,3,2,380,2,8
0197b0d6,34035,34415,4,1,380,2,8
017cd0d3,34275,35495,7,1,1220,2,8
06f998d4,34125,35855,0,6,1730,2,8
003f1762,34355,36215,1,0,1860,2,8
00784c56,34575,36575,2,0,2000,2,8
01724c62,34555,36935,3,1,2380,2,8
07457ed0,34455,37655,5,7,3200,2,8
032d6121,34865,38015,6,3,3150,2,8
05272772,34805,38375,7,5,3570,2,8
02b582d5,35435,39095,1,2,3660,2,8
013d2aa6,34675,39455,2,1,4780,2,8
00ff7e52,34775,39815,3,0,5040,2,8
07457ed0,34455,40185,5,7,5730,2,8
032d6121,34865,40545,6,3,5680,2,8
05272772,34805,40905,7,5,6100,2,8
01fe91d6,135005,135385,6,1,380,2,8
01449233,135005,135745,3,1,740,2,8
0230aca7,135005,136105,7,2,1100,2,8
078bdf25,135005,136465,5,7,1460,2,8
064b3416,135005,136825,6,6,1820,2,8
05c380d6,135005,137185,6,5,2180,2,8
05fdd6b0,135005,137545,0,5,2540,2,8
0074a022,135005,137905,2,0,2900,2,8
02a12893,337105,337575,3,2,470,2,8
07265b62,539015,539405,2,7,390,2,8
09535242,1075,1595,2,9,520,14,12
004d6099,12135,12525,10,0,390,14,12
00f998d6,12255,12955,3,0,700,14,12
0095e816,12045,13315,4,0,1270,14,12
00056630,12195,13705,7,0,1510,14,12
00284655,12305,14065,8,0,1760,14,12
003e3012,12425,14425,9,0,2000,14,12
0075212a,12395,14875,3,0,2480,14,12
0097b0d8,12205,15235,4,0,3030,14,12
077cd0d0,23065,23565,0,7,500,14,12
0a3d2aa0,23565,24135,0,10,570,14,12
032d6120,23715,24705,0,3,990,14,12
00069f26,34095,34525,10,0,430,14,12
09cdb8fa,34045,34885,11,9,840,14,12
08726653,34525,35275,2,8,750,14,12
048495ca,34355,35635,3,4,1280,14,12
0ae28bd7,34455,35995,4,10,1540,14,12
06fdd6b1,35205,36355,5,6,1150,14,12
08f62632,34625,36715,6,8,2090,14,12
06a4ec58,34345,37075,7,6,2730,14,12
0a07ae82,34245,37435,8,10,3190,14,12
023870a0,34715,37825,11,2,3110,14,12
027d6530,35145,38195,1,2,3050,14,12
02b582d8,34465,38915,3,2,4450,14,12
0662ad54,35275,39275,4,6,4000,14,12
0574a02a,35335,40005,7,5,4670,14,12
0212f96b,135005,135385,11,2,380,14,12
00a595bb,135005,135745,11,0,740,14,12
028565f7,135005,136105,7,2,1100,14,12
0740cd01,135005,136465,1,7,1460,14,12
0818779b,135005,136825,11,8,1820,14,12
0771a46b,135005,137185,11,7,2180,14,12
007901c6,135005,137545,6,0,2540,14,12
05737967,135005,137905,7,5,2900,14,12
0a40917b,135005,138265,11,10,3260,14,12
0afe91d8,135005,138625,8,10,3620,14,12
09bf9c6a,135005,138985,10,9,3980,14,12
09307625,135005,139345,5,9,4340,14,12
0792f858,135005,139705,8,7,4700,14,12
029a82f7,135005,140065,7,2,5060,14,12
0b119796,135005,140425,6,11,5420,14,12
08fb9b62,135005,140785,2,8,5780,14,12
0972db66,135005,141145,6,9,6140,14,12
057a6fda,135005,141505,10,5,6500,14,12
088e4fa5,135005,142225,5,8,7220,14,12
082e6ec8,135005,142585,8,8,7580,14,12
0550deb8,135005,142945,8,5,7940,14,12
0699bf1a,135005,143305,10,6,8300,14,12
04ec0d7b,135005,143665,11,4,8660,14,12
08fb52a4,337055,337435,4,8,380,14,12
005ff9e7,337195,337825,7,0,630,14,12
05a1d2aa,337135,338215,10,5,1080,14,12
066c09fb,337025,338575,11,6,1550,14,12
045f48d2,337185,338965,2,4,1780,14,12
0ade6384,337265,339335,4,10,2070,14,12
02345ca0,438245,438785,0,2,540,14,12
0a4e3c81,438195,439145,1,10,950,14,12
08794f24,539545,539975,4,8,430,14,12
0afd3927,539365,540365,7,10,1000,14,12
07df5fa9,539505,540735,9,7,1230,14,12
02535243,1045,1495,3,2,450,7,9
014d6097,12105,12485,2,1,380,7,9
0195e814,12085,12845,3,1,760,7,9
01056637,12185,13205,4,1,1020,7,9
057cd0d4,23365,24035,4,5,670,7,9
043f1768,34095,34545,5,4,450,7,9
07784c50,34385,35275,8,7,890,7,9
07dcd3d2,34145,35635,0,7,1490,7,9
04724c63,34295,36355,2,4,2060,7,9
08de9f97,34255,37075,4,8,2820,7,9
08ff7e53,34485,37435,5,8,2950,7,9
000f3783,36885,37795,6,0,910,7,9
05e28bd5,35095,38515,8,5,3420,7,9
07ccc9d6,35685,39235,1,7,3550,7,9
08b582d3,35195,39595,2,8,4400,7,9
00fe91d3,36205,39955,3,0,3750,7,9
07a12898,36985,40315,4,7,3330,7,9
01c380d4,35905,40675,5,1,4770,7,9
07a4b158,37675,41035,6,7,3360,7,9
0150deb6,37025,41395,7,1,4370,7,9
0274a024,36095,41755,8,2,5660,7,9
074b3412,36815,42115,0,7,5300,7,9
0079a0b0,37285,42475,1,0,5190,7,9
067be713,37305,42835,2,6,5530,7,9
01c380d4,35905,43565,5,1,7660,7,9
038565f6,135005,135385,6,3,380,7,9
082e2ed1,135005,135745,1,8,740,7,9
0240cd02,135005,136105,2,2,1100,7,9
05307621,135005,136465,1,5,1460,7,9
07d945c8,135005,136825,8,7,1820,7,9
0012f968,135005,137185,8,0,2180,7,9
005007e6,135005,137545,6,0,2540,7,9
00a595b2,135005,137905,2,0,2900,7,9
048db5a5,135005,138625,5,4,3620,7,9
02119797,135005,138985,7,2,3980,7,9
08d60b73,135005,139705,3,8,4700,7,9
00ec0d71,135005,140065,1,0,5060,7,9
082ed3d4,135005,140425,4,8,5420,7,9
0692f856,135005,140785,6,6,5780,7,9
08f38863,135005,141145,3,8,6140,7,9
069a82f6,135005,141505,6,6,6500,7,9
00fb9b66,337205,338315,6,0,1110,7,9
061340a4,337165,338785,4,6,1620,7,9
08187794,438065,438465,4,8,400,7,9
04bc4b82,539015,539425,2,4,410,7,9
074bf943,539035,539785,3,7,750,7,9
00535241,1055,1495,1,0,440,3,7
0095e812,12065,12445,5,0,380,3,7
00056631,12175,12835,1,0,660,3,7
004d6092,12085,13225,4,0,1140,3,7
05f998d2,23065,23525,2,5,460,3,7
03284655,34015,34395,2,3,380,3,7
053f1760,34235,34765,4,5,530,3,7
06dcd3d2,34335,35125,5,6,790,3,7
05752124,34045,35485,6,5,1440,3,7
02457ed4,34425,35845,0,2,1420,3,7
023e3010,34145,36205,1,2,2060,3,7
00272775,34825,36565,2,0,1740,3,7
01724c66,34595,36925,3,1,2330,3,7
01ff7e51,34795,37285,4,1,2490,3,7
02784c53,34675,38005,6,2,3330,3,7
052d6121,34835,38365,0,5,3530,3,7
0274a026,36215,38725,1,2,2510,3,7
01ff7e51,34795,39805,4,1,5010,3,7
02784c53,34675,40525,6,2,5850,3,7
052d6121,34835,40885,0,5,6050,3,7
0274a026,36215,41245,1,2,5030,3,7
017be715,135005,135385,5,1,380,3,7
01c603b1,135005,135745,1,1,740,3,7
04307620,135005,136465,0,4,1460,3,7
009a18f5,135005,136825,5,0,1820,3,7
04265b66,135005,137185,6,4,2180,3,7
04502bc6,135005,137545,6,4,2540,3,7
02d945c0,337015,337495,0,2,480,3,7
05bc05b2,337045,337865,2,5,820,3,7
01e37890,337075,338295,0,1,1220,3,7
02ec0d70,539235,539725,0,2,490,3,7
04535241,1095,1485,1,4,390,6,11
0395e817,12065,12445,10,3,380,6,11
0397b0d0,12265,12805,0,3,540,6,11
03f998d7,12295,13175,2,3,880,6,11
03056636,12205,13625,8,3,1420,6,11
034d6099,12155,13985,9,3,1830,6,11
03284650,12395,14395,2,3,2000,6,11
07752124,23025,23545,4,7,520,6,11
0adcd3d4,23275,24095,4,10,820,6,11
03457ed0,34045,34625,8,3,580,6,11
083d2aaa,34345,34985,9,8,640,6,11
03784c52,34285,35345,10,3,1060,6,11
08724c63,34245,35715,1,8,1470,6,11
04df78c5,34145,36075,2,4,1930,6,11
058495c9,35025,36435,3,5,1410,6,11
05272774,34545,36795,4,5,2250,6,11
022d6126,34625,37155,5,2,2530,6,11
05696ce1,34845,37515,6,5,2670,6,11
0a07ae89,34905,37875,7,10,2970,6,11
03a4ec54,34935,38235,8,3,3300,6,11
0303e961,35705,38595,9,3,2890,6,11
07b582d4,35205,38955,10,7,3750,6,11
04f62631,35275,39325,1,4,4050,6,11
09ff7e55,34445,39685,2,9,5240,6,11
05845aa8,35615,40045,3,5,4430,6,11
0163eae4,36055,40405,4,1,4350,6,11
083b8136,35755,41125,6,8,5370,6,11
0374a020,36015,41485,7,3,5470,6,11
02572cf2,36115,41855,9,2,5740,6,11
0962ad57,35965,42215,10,9,6250,6,11
