Package,t_envio,t_recibido,emisor,receptor,latencia,p_fifo
0002f774,300665,300815,0,1,150,6
0004612a,300535,300865,11,3,330,6
0001f743,300525,300895,14,0,370,6
00047421,300475,301005,8,3,530,6
00032cfd,300685,301015,12,2,330,6
000207ae,300755,301065,6,1,310,6
0001079e,300585,301095,3,0,510,6
0001587b,400715,400835,2,0,120,6
0003201c,400545,400845,5,2,300,6
000236a9,400625,400865,9,1,240,6
0002191f,400765,400985,5,1,220,6
00035e6c,400985,401145,12,2,160,6
00018370,400855,401205,13,0,350,6
00018b65,400895,401365,10,0,470,6
0003f687,401055,401415,10,2,360,6
00048b3b,400945,401475,9,3,530,6
0001a8b7,401175,401505,6,0,330,6
0003d199,401275,401555,4,2,280,6
0001c1ce,401145,401585,13,0,440,6
0001a8b7,401175,401625,6,0,450,6
00048fa9,401365,401655,13,3,290,6
00039b6b,401285,401675,5,2,390,6
0002ccf9,401285,401705,13,1,420,6
000123d1,401175,401725,8,0,550,6
000160bd,401205,401825,8,0,620,6
0004ba35,185,525,10,3,340,4
0004ba35,185,525,10,3,340,4
0004e1b0,100325,100445,2,3,120,4
0003ba79,100395,100485,2,2,90,4
0004b15a,100255,100545,0,3,290,4
0002caea,100405,100635,5,1,230,4
00025584,100545,100695,12,1,150,4
00010da4,100475,100805,14,0,330,4
00029e85,100515,100815,9,1,300,4
0003dc29,100715,100825,13,2,110,4
0003f5d4,100665,100885,1,2,220,4
00044741,100465,100895,9,3,430,4
0004a40f,100845,101015,1,3,170,4
0003fffd,100985,101025,2,2,40,4
0003d110,100735,101105,6,2,370,4
0004e54d,100895,101105,14,3,210,4
00020cca,101025,101155,4,1,130,4
0001883c,100785,101185,10,0,400,4
000457f0,100595,101205,8,3,610,4
0004e0c7,101015,101245,2,3,230,4
0004ba35,185,525,10,3,340,4
0004e1b0,100325,100445,2,3,120,4
0003ba79,100395,100485,2,2,90,4
0004b15a,100255,100545,0,3,290,4
0002caea,100405,100635,5,1,230,4
00025584,100545,100695,12,1,150,4
00010da4,100475,100805,14,0,330,4
00029e85,100515,100815,9,1,300,4
0003dc29,100715,100825,13,2,110,4
0003f5d4,100665,100885,1,2,220,4
00044741,100465,100895,9,3,430,4
0004a40f,100845,101015,1,3,170,4
0003fffd,100985,101025,2,2,40,4
0003d110,100735,101105,6,2,370,4
0004e54d,100895,101105,14,3,210,4
00020cca,101025,101155,4,1,130,4
0001883c,100785,101185,10,0,400,4
000457f0,100595,101205,8,3,610,4
0004e0c7,101015,101245,2,3,230,4
00026386,200325,200445,3,1,120,4
00048457,200405,200555,2,3,150,4
000222bf,200435,200705,14,1,270,4
0003618d,200425,200725,10,2,300,4
00043f5e,200495,200735,0,3,240,4
0004d0a6,200585,200815,11,3,230,4
00032d89,200735,200835,1,2,100,4
0004ee8d,200785,200875,3,3,90,4
00020810,200665,200965,10,1,300,4
0003aae2,200815,200995,13,2,180,4
00018bbc,200935,201035,0,0,100,4
0004bd93,200795,201095,11,3,300,4
0003c01e,200855,201225,9,2,370,4
0004ba35,185,525,10,3,340,4
0004e1b0,100325,100445,2,3,120,4
0003ba79,100395,100485,2,2,90,4
0004b15a,100255,100545,0,3,290,4
0002caea,100405,100635,5,1,230,4
00025584,100545,100695,12,1,150,4
00010da4,100475,100805,14,0,330,4
00029e85,100515,100815,9,1,300,4
0003dc29,100715,100825,13,2,110,4
0003f5d4,100665,100885,1,2,220,4
00044741,100465,100895,9,3,430,4
0004a40f,100845,101015,1,3,170,4
0003fffd,100985,101025,2,2,40,4
0003d110,100735,101105,6,2,370,4
0004e54d,100895,101105,14,3,210,4
00020cca,101025,101155,4,1,130,4
0001883c,100785,101185,10,0,400,4
000457f0,100595,101205,8,3,610,4
0004e0c7,101015,101245,2,3,230,4
00026386,200325,200445,3,1,120,4
00048457,200405,200555,2,3,150,4
000222bf,200435,200705,14,1,270,4
0003618d,200425,200725,10,2,300,4
00043f5e,200495,200735,0,3,240,4
0004d0a6,200585,200815,11,3,230,4
00032d89,200735,200835,1,2,100,4
0004ee8d,200785,200875,3,3,90,4
00020810,200665,200965,10,1,300,4
0003aae2,200815,200995,13,2,180,4
00018bbc,200935,201035,0,0,100,4
0004bd93,200795,201095,11,3,300,4
0003c01e,200855,201225,9,2,370,4
00037004,300475,300515,2,2,40,4
0003e05f,300525,300605,12,2,80,4
000462ad,300475,300695,11,3,220,4
0003617c,300685,300775,1,2,90,4
00044445,300765,300855,12,3,90,4
00045dc0,300515,300965,9,3,450,4
00036163,300595,300975,11,2,380,4
0004ba35,185,525,10,3,340,4
0004e1b0,100325,100445,2,3,120,4
0003ba79,100395,100485,2,2,90,4
0004b15a,100255,100545,0,3,290,4
0002caea,100405,100635,5,1,230,4
00025584,100545,100695,12,1,150,4
00010da4,100475,100805,14,0,330,4
00029e85,100515,100815,9,1,300,4
0003dc29,100715,100825,13,2,110,4
0003f5d4,100665,100885,1,2,220,4
00044741,100465,100895,9,3,430,4
0004a40f,100845,101015,1,3,170,4
0003fffd,100985,101025,2,2,40,4
0003d110,100735,101105,6,2,370,4
0004e54d,100895,101105,14,3,210,4
00020cca,101025,101155,4,1,130,4
0001883c,100785,101185,10,0,400,4
000457f0,100595,101205,8,3,610,4
0004e0c7,101015,101245,2,3,230,4
00026386,200325,200445,3,1,120,4
00048457,200405,200555,2,3,150,4
000222bf,200435,200705,14,1,270,4
0003618d,200425,200725,10,2,300,4
00043f5e,200495,200735,0,3,240,4
0004d0a6,200585,200815,11,3,230,4
00032d89,200735,200835,1,2,100,4
0004ee8d,200785,200875,3,3,90,4
00020810,200665,200965,10,1,300,4
0003aae2,200815,200995,13,2,180,4
00018bbc,200935,201035,0,0,100,4
0004bd93,200795,201095,11,3,300,4
0003c01e,200855,201225,9,2,370,4
00037004,300475,300515,2,2,40,4
0003e05f,300525,300605,12,2,80,4
000462ad,300475,300695,11,3,220,4
0003617c,300685,300775,1,2,90,4
00044445,300765,300855,12,3,90,4
00045dc0,300515,300965,9,3,450,4
00036163,300595,300975,11,2,380,4
0004d85b,300625,301045,9,3,420,4
00048729,300625,301225,9,3,600,4
0001cc05,400605,400685,1,0,80,4
0003e500,400755,400855,12,2,100,4
00017e6b,400835,400885,4,0,50,4
0002ae83,400825,400895,1,1,70,4
00033ce6,400815,400975,12,2,160,4
00048828,400575,400985,9,3,410,4
0004d6db,400905,401065,12,3,160,4
0003bda5,400665,401095,11,2,430,4
0004f100,400535,401125,7,3,590,4
0001951e,401105,401155,0,0,50,4
000271b6,401015,401155,4,1,140,4
000266f4,400845,401215,14,1,370,4
0002d32d,400945,401315,3,1,370,4
00044d1c,401175,401415,1,3,240,4
00016f14,401065,401425,9,0,360,4
00016ffd,401485,401625,2,0,140,4
0002fdca,401245,401655,15,1,410,4
0004e076,401335,401655,15,3,320,4
00020067,401425,401695,9,1,270,4
00042e89,401425,401695,1,3,270,4
0003ab23,401565,401785,3,2,220,4
00034ed6,401705,401875,0,2,170,4
0003eba6,401795,401975,1,2,180,4
000205ff,401645,402005,10,1,360,4
0003b8d1,401775,402075,4,2,300,4
0001bd70,401795,402085,8,0,290,4
00039154,402045,402135,12,2,90,4
000115b6,401985,402185,1,0,200,4
00011f08,401905,402225,9,0,320,4
0004a3af,401825,402235,5,3,410,4
0003ced1,402095,402295,0,2,200,4
00014700,115,275,5,0,160,8
00014700,115,275,5,0,160,8
0001767c,100255,100355,4,0,100,8
0002d3d1,100395,100435,1,1,40,8
00037e02,100196,100495,9,2,299,8
0002d929,100395,100535,1,1,140,8
0004994e,100495,100595,2,3,100,8
0001e65e,100395,100655,12,0,260,8
0003abd5,100565,100695,3,2,130,8
00012219,100455,100705,7,0,250,8
00037232,100325,100735,6,2,410,8
0004bc6b,100625,100735,3,3,110,8
0002d660,100585,100745,2,1,160,8
0001625d,100725,100775,4,0,50,8
0001fcd5,100775,100885,4,0,110,8
0003d094,100705,101015,9,2,310,8
0001f5d7,100725,101085,14,0,360,8
000413cc,100555,101085,6,3,530,8
00012e32,100935,101155,6,0,220,8
0002634d,100885,101185,13,1,300,8
0001ccd7,100855,101235,12,0,380,8
00027521,100885,101265,12,1,380,8
0003c46a,100855,101275,11,2,420,8
0004dea9,100945,101385,9,3,440,8
00014700,115,275,5,0,160,8
0001767c,100255,100355,4,0,100,8
0002d3d1,100395,100435,1,1,40,8
00037e02,100196,100495,9,2,299,8
0002d929,100395,100535,1,1,140,8
0004994e,100495,100595,2,3,100,8
0001e65e,100395,100655,12,0,260,8
0003abd5,100565,100695,3,2,130,8
00012219,100455,100705,7,0,250,8
00037232,100325,100735,6,2,410,8
0004bc6b,100625,100735,3,3,110,8
0002d660,100585,100745,2,1,160,8
0001625d,100725,100775,4,0,50,8
0001fcd5,100775,100885,4,0,110,8
0003d094,100705,101015,9,2,310,8
0001f5d7,100725,101085,14,0,360,8
000413cc,100555,101085,6,3,530,8
00012e32,100935,101155,6,0,220,8
0002634d,100885,101185,13,1,300,8
0001ccd7,100855,101235,12,0,380,8
00027521,100885,101265,12,1,380,8
0003c46a,100855,101275,11,2,420,8
0004dea9,100945,101385,9,3,440,8
000362e3,200445,200645,0,2,200,8
0004d6ae,200385,200685,10,3,300,8
00014700,115,275,5,0,160,8
0001767c,100255,100355,4,0,100,8
0002d3d1,100395,100435,1,1,40,8
00037e02,100196,100495,9,2,299,8
0002d929,100395,100535,1,1,140,8
0004994e,100495,100595,2,3,100,8
0001e65e,100395,100655,12,0,260,8
0003abd5,100565,100695,3,2,130,8
00012219,100455,100705,7,0,250,8
00037232,100325,100735,6,2,410,8
0004bc6b,100625,100735,3,3,110,8
0002d660,100585,100745,2,1,160,8
0001625d,100725,100775,4,0,50,8
0001fcd5,100775,100885,4,0,110,8
0003d094,100705,101015,9,2,310,8
0001f5d7,100725,101085,14,0,360,8
000413cc,100555,101085,6,3,530,8
00012e32,100935,101155,6,0,220,8
0002634d,100885,101185,13,1,300,8
0001ccd7,100855,101235,12,0,380,8
00027521,100885,101265,12,1,380,8
0003c46a,100855,101275,11,2,420,8
0004dea9,100945,101385,9,3,440,8
000362e3,200445,200645,0,2,200,8
0004d6ae,200385,200685,10,3,300,8
00012f1d,300415,300495,1,0,80,8
00047cc3,300475,300535,12,3,60,8
00011aed,300555,300625,4,0,70,8
0002ae9f,300505,300745,9,1,240,8
00044734,300615,300755,14,3,140,8
00011078,300525,300895,15,0,370,8
00043650,300585,300965,15,3,380,8
0003c444,300755,301085,5,2,330,8
0002683c,155,355,13,1,200,4
0002683c,155,355,13,1,200,4
00046f00,100325,100445,13,3,120,4
00049136,100375,100525,13,3,150,4
000366eb,100235,100555,5,2,320,4
00045274,100435,100585,3,3,150,4
00043e5d,100375,100685,0,3,310,4
0002ce84,100535,100705,12,1,170,4
0004469e,100605,100765,13,3,160,4
0003559c,100445,100795,9,2,350,4
0004f383,100375,100805,9,3,430,4
00042b50,100375,100885,5,3,510,4
0004c092,100245,100925,8,3,680,4
00032cbf,100755,100935,0,2,180,4
0004655f,100895,100965,3,3,70,4
00041e52,100855,101025,13,3,170,4
00013877,100905,101065,2,0,160,4
00020385,100695,101085,9,1,390,4
0004c15d,100445,101165,9,3,720,4
0003968c,100775,101175,11,2,400,4
000276a8,100745,101185,9,1,440,4
00044170,100965,101245,14,3,280,4
00030620,101055,101265,6,2,210,4
00023bcd,101055,101335,13,1,280,4
0004bba3,101005,101355,11,3,350,4
0004e84e,101055,101495,7,3,440,4
0003f4b5,101145,101505,14,2,360,4
00032a15,101175,101545,15,2,370,4
0004d2e6,101305,101615,0,3,310,4
0002b1ae,101095,101695,15,1,600,4
00039c8b,101265,101785,15,2,520,4
0002683c,155,355,13,1,200,4
00046f00,100325,100445,13,3,120,4
00049136,100375,100525,13,3,150,4
000366eb,100235,100555,5,2,320,4
00045274,100435,100585,3,3,150,4
00043e5d,100375,100685,0,3,310,4
0002ce84,100535,100705,12,1,170,4
0004469e,100605,100765,13,3,160,4
0003559c,100445,100795,9,2,350,4
0004f383,100375,100805,9,3,430,4
00042b50,100375,100885,5,3,510,4
0004c092,100245,100925,8,3,680,4
00032cbf,100755,100935,0,2,180,4
0004655f,100895,100965,3,3,70,4
00041e52,100855,101025,13,3,170,4
00013877,100905,101065,2,0,160,4
00020385,100695,101085,9,1,390,4
0004c15d,100445,101165,9,3,720,4
0003968c,100775,101175,11,2,400,4
000276a8,100745,101185,9,1,440,4
00044170,100965,101245,14,3,280,4
00030620,101055,101265,6,2,210,4
00023bcd,101055,101335,13,1,280,4
0004bba3,101005,101355,11,3,350,4
0004e84e,101055,101495,7,3,440,4
0003f4b5,101145,101505,14,2,360,4
00032a15,101175,101545,15,2,370,4
0004d2e6,101305,101615,0,3,310,4
0002b1ae,101095,101695,15,1,600,4
00039c8b,101265,101785,15,2,520,4
000174e8,200535,200645,4,0,110,4
00040ee2,200595,200675,3,3,80,4
00029e48,200395,200685,6,1,290,4
00019550,200385,200705,7,0,320,4
000189d5,200535,200765,12,0,230,4
0001a5b2,200425,200805,7,0,380,4
0002b42d,200625,200825,13,1,200,4
0002b433,200565,200865,4,1,300,4
0004dd70,200505,200895,9,3,390,4
00012ee6,200565,200905,7,0,340,4
0002477a,200725,200905,1,1,180,4
0002683c,155,355,13,1,200,4
00046f00,100325,100445,13,3,120,4
00049136,100375,100525,13,3,150,4
000366eb,100235,100555,5,2,320,4
00045274,100435,100585,3,3,150,4
00043e5d,100375,100685,0,3,310,4
0002ce84,100535,100705,12,1,170,4
0004469e,100605,100765,13,3,160,4
0003559c,100445,100795,9,2,350,4
0004f383,100375,100805,9,3,430,4
00042b50,100375,100885,5,3,510,4
0004c092,100245,100925,8,3,680,4
00032cbf,100755,100935,0,2,180,4
0004655f,100895,100965,3,3,70,4
00041e52,100855,101025,13,3,170,4
00013877,100905,101065,2,0,160,4
00020385,100695,101085,9,1,390,4
0004c15d,100445,101165,9,3,720,4
0003968c,100775,101175,11,2,400,4
000276a8,100745,101185,9,1,440,4
00044170,100965,101245,14,3,280,4
00030620,101055,101265,6,2,210,4
00023bcd,101055,101335,13,1,280,4
0004bba3,101005,101355,11,3,350,4
0004e84e,101055,101495,7,3,440,4
0003f4b5,101145,101505,14,2,360,4
00032a15,101175,101545,15,2,370,4
0004d2e6,101305,101615,0,3,310,4
0002b1ae,101095,101695,15,1,600,4
00039c8b,101265,101785,15,2,520,4
000174e8,200535,200645,4,0,110,4
00040ee2,200595,200675,3,3,80,4
00029e48,200395,200685,6,1,290,4
00019550,200385,200705,7,0,320,4
000189d5,200535,200765,12,0,230,4
0001a5b2,200425,200805,7,0,380,4
0002b42d,200625,200825,13,1,200,4
0002b433,200565,200865,4,1,300,4
0004dd70,200505,200895,9,3,390,4
00012ee6,200565,200905,7,0,340,4
0002477a,200725,200905,1,1,180,4
000396d6,200595,201025,4,2,430,4
00022f78,200635,201035,15,1,400,4
0001a896,200505,201155,15,0,650,4
0002c4e0,200595,201175,4,1,580,4
000412f8,300555,300595,3,3,40,4
00015edb,300645,300685,0,0,40,4
000165e6,300465,300795,14,0,330,4
00022568,300685,300895,9,1,210,4
00024580,300765,300935,4,1,170,4
0002a647,300845,300975,1,1,130,4
000281f7,300665,301055,7,1,390,4
00040af6,300645,301065,8,3,420,4
00027daa,300815,301135,9,1,320,4
0004899b,300905,301275,15,3,370,4
0004d50a,300975,301315,4,3,340,4
0004f9c1,301325,301385,12,3,60,4
00017cf2,301045,301395,14,0,350,4
0002a2ba,301275,301405,0,1,130,4
00046844,301115,301425,11,3,310,4
00017e90,301095,301565,7,0,470,4
00035430,301315,301585,15,2,270,4
0002ef3c,301465,301595,0,1,130,4
0002932b,301375,301775,13,1,400,4
00034fd0,301635,301865,10,2,230,4
0003cb75,301555,301905,0,2,350,4
00029323,301565,301935,9,1,370,4
00019f0e,301235,301965,15,0,730,4
0003538f,301625,302005,6,2,380,4
0003f793,301175,302045,7,2,870,4
00026dbd,301555,302055,14,1,500,4
0001ae0d,301595,302105,11,0,510,4
0002683c,155,355,13,1,200,4
00046f00,100325,100445,13,3,120,4
00049136,100375,100525,13,3,150,4
000366eb,100235,100555,5,2,320,4
00045274,100435,100585,3,3,150,4
00043e5d,100375,100685,0,3,310,4
0002ce84,100535,100705,12,1,170,4
0004469e,100605,100765,13,3,160,4
0003559c,100445,100795,9,2,350,4
0004f383,100375,100805,9,3,430,4
00042b50,100375,100885,5,3,510,4
0004c092,100245,100925,8,3,680,4
00032cbf,100755,100935,0,2,180,4
0004655f,100895,100965,3,3,70,4
00041e52,100855,101025,13,3,170,4
00013877,100905,101065,2,0,160,4
00020385,100695,101085,9,1,390,4
0004c15d,100445,101165,9,3,720,4
0003968c,100775,101175,11,2,400,4
000276a8,100745,101185,9,1,440,4
00044170,100965,101245,14,3,280,4
00030620,101055,101265,6,2,210,4
00023bcd,101055,101335,13,1,280,4
0004bba3,101005,101355,11,3,350,4
0004e84e,101055,101495,7,3,440,4
0003f4b5,101145,101505,14,2,360,4
00032a15,101175,101545,15,2,370,4
0004d2e6,101305,101615,0,3,310,4
0002b1ae,101095,101695,15,1,600,4
00039c8b,101265,101785,15,2,520,4
000174e8,200535,200645,4,0,110,4
00040ee2,200595,200675,3,3,80,4
00029e48,200395,200685,6,1,290,4
00019550,200385,200705,7,0,320,4
000189d5,200535,200765,12,0,230,4
0001a5b2,200425,200805,7,0,380,4
0002b42d,200625,200825,13,1,200,4
0002b433,200565,200865,4,1,300,4
0004dd70,200505,200895,9,3,390,4
00012ee6,200565,200905,7,0,340,4
0002477a,200725,200905,1,1,180,4
000396d6,200595,201025,4,2,430,4
00022f78,200635,201035,15,1,400,4
0001a896,200505,201155,15,0,650,4
0002c4e0,200595,201175,4,1,580,4
000412f8,300555,300595,3,3,40,4
00015edb,300645,300685,0,0,40,4
000165e6,300465,300795,14,0,330,4
00022568,300685,300895,9,1,210,4
00024580,300765,300935,4,1,170,4
0002a647,300845,300975,1,1,130,4
000281f7,300665,301055,7,1,390,4
00040af6,300645,301065,8,3,420,4
00027daa,300815,301135,9,1,320,4
0004899b,300905,301275,15,3,370,4
0004d50a,300975,301315,4,3,340,4
0004f9c1,301325,301385,12,3,60,4
00017cf2,301045,301395,14,0,350,4
0002a2ba,301275,301405,0,1,130,4
00046844,301115,301425,11,3,310,4
00017e90,301095,301565,7,0,470,4
00035430,301315,301585,15,2,270,4
0002ef3c,301465,301595,0,1,130,4
0002932b,301375,301775,13,1,400,4
00034fd0,301635,301865,10,2,230,4
0003cb75,301555,301905,0,2,350,4
00029323,301565,301935,9,1,370,4
00019f0e,301235,301965,15,0,730,4
0003538f,301625,302005,6,2,380,4
0003f793,301175,302045,7,2,870,4
00026dbd,301555,302055,14,1,500,4
0001ae0d,301595,302105,11,0,510,4
00017831,400595,400815,6,0,220,4
0003df34,400585,400925,9,2,340,4
0001e10b,400685,400935,5,0,250,4
00013c16,400535,401035,15,0,500,4
0004cd34,400815,401105,0,3,290,4
0001b707,400755,401135,8,0,380,4
0002c553,400885,401165,9,1,280,4
000408e3,400705,401185,5,3,480,4
00037d73,401005,401295,6,2,290,4
00010034,400915,401305,8,0,390,4
000447ec,401115,401385,1,3,270,4
000208ee,401245,401485,5,1,240,4
0004a138,401265,401565,0,3,300,4
0002fa38,401085,401585,11,1,500,4
0003a691,401195,401615,5,2,420,4
00015fa5,401265,401645,5,0,380,4
000471e4,401275,401645,11,3,370,4
000342d6,401375,401695,14,2,320,4
00023737,401425,401725,10,1,300,4
000363e5,401445,401735,0,2,290,4
00040891,401535,401805,14,3,270,4
00033968,401695,401835,5,2,140,4
000283a6,401525,401865,7,1,340,4
0003e356,401285,401875,6,2,590,4
00019c9c,401605,401895,6,0,290,4
00021c34,401525,402045,11,1,520,4
00042fae,401735,402085,0,3,350,4
0002da74,401755,402185,8,1,430,4
0001040b,401795,402195,6,0,400,4
000412f8,300555,402265,3,3,101710,4
00037021,115,375,10,2,260,5
00037021,115,375,10,2,260,5
0002ccfb,100255,100495,5,1,240,5
0002676e,100425,100675,13,1,250,5
00037417,100425,100675,4,2,250,5
0002ad17,100665,100725,0,1,60,5
00032b1f,100345,100765,7,2,420,5
00028161,100485,100845,8,1,360,5
00040e29,100685,100845,13,3,160,5
00039f2c,100575,100955,10,2,380,5
0001c145,100745,101085,9,0,340,5
0002caf0,100935,101095,3,1,160,5
00044de3,101075,101145,12,3,70,5
0003e975,100915,101205,5,2,290,5
0002cba3,100765,101235,11,1,470,5
0003d7cb,100985,101265,14,2,280,5
00023a86,100975,101275,9,1,300,5
00034362,100765,101305,7,2,540,5
0004a4ee,100855,101305,0,3,450,5
0003d7cb,100985,101405,14,2,420,5
000261f8,101055,101415,9,1,360,5
00040b78,101155,101425,1,3,270,5
0002db04,101075,101455,7,1,380,5
0003fda2,101365,101485,2,2,120,5
00021cb1,101075,101535,14,1,460,5
000302a1,101345,101565,10,2,220,5
000315e3,101455,101605,4,2,150,5
000101a8,101075,101625,15,0,550,5
00021626,101285,101635,3,1,350,5
000236ac,101245,101675,8,1,430,5
000148d1,101515,101755,6,0,240,5
00032fd7,101515,101925,15,2,410,5
00037021,115,375,10,2,260,5
0002ccfb,100255,100495,5,1,240,5
0002676e,100425,100675,13,1,250,5
00037417,100425,100675,4,2,250,5
0002ad17,100665,100725,0,1,60,5
00032b1f,100345,100765,7,2,420,5
00028161,100485,100845,8,1,360,5
00040e29,100685,100845,13,3,160,5
00039f2c,100575,100955,10,2,380,5
0001c145,100745,101085,9,0,340,5
0002caf0,100935,101095,3,1,160,5
00044de3,101075,101145,12,3,70,5
0003e975,100915,101205,5,2,290,5
0002cba3,100765,101235,11,1,470,5
0003d7cb,100985,101265,14,2,280,5
00023a86,100975,101275,9,1,300,5
00034362,100765,101305,7,2,540,5
0004a4ee,100855,101305,0,3,450,5
0003d7cb,100985,101405,14,2,420,5
000261f8,101055,101415,9,1,360,5
00040b78,101155,101425,1,3,270,5
0002db04,101075,101455,7,1,380,5
0003fda2,101365,101485,2,2,120,5
00021cb1,101075,101535,14,1,460,5
000302a1,101345,101565,10,2,220,5
000315e3,101455,101605,4,2,150,5
000101a8,101075,101625,15,0,550,5
00021626,101285,101635,3,1,350,5
000236ac,101245,101675,8,1,430,5
000148d1,101515,101755,6,0,240,5
00032fd7,101515,101925,15,2,410,5
0001dd8c,200355,200515,5,0,160,5
0004b1b6,200335,200515,14,3,180,5
00044cc1,200475,200595,12,3,120,5
0002876f,200645,200725,2,1,80,5
00025e65,200395,200765,7,1,370,5
00027a02,200585,200825,13,1,240,5
0003c574,200735,200835,2,2,100,5
0004f7a4,200515,200935,8,3,420,5
0001d6cd,200585,200995,14,0,410,5
0002e676,200675,201055,11,1,380,5
00017093,200695,201155,13,0,460,5
00037021,115,375,10,2,260,5
0002ccfb,100255,100495,5,1,240,5
0002676e,100425,100675,13,1,250,5
00037417,100425,100675,4,2,250,5
0002ad17,100665,100725,0,1,60,5
00032b1f,100345,100765,7,2,420,5
00028161,100485,100845,8,1,360,5
00040e29,100685,100845,13,3,160,5
00039f2c,100575,100955,10,2,380,5
0001c145,100745,101085,9,0,340,5
0002caf0,100935,101095,3,1,160,5
00044de3,101075,101145,12,3,70,5
0003e975,100915,101205,5,2,290,5
0002cba3,100765,101235,11,1,470,5
0003d7cb,100985,101265,14,2,280,5
00023a86,100975,101275,9,1,300,5
00034362,100765,101305,7,2,540,5
0004a4ee,100855,101305,0,3,450,5
0003d7cb,100985,101405,14,2,420,5
000261f8,101055,101415,9,1,360,5
00040b78,101155,101425,1,3,270,5
0002db04,101075,101455,7,1,380,5
0003fda2,101365,101485,2,2,120,5
00021cb1,101075,101535,14,1,460,5
000302a1,101345,101565,10,2,220,5
000315e3,101455,101605,4,2,150,5
000101a8,101075,101625,15,0,550,5
00021626,101285,101635,3,1,350,5
000236ac,101245,101675,8,1,430,5
000148d1,101515,101755,6,0,240,5
00032fd7,101515,101925,15,2,410,5
0001dd8c,200355,200515,5,0,160,5
0004b1b6,200335,200515,14,3,180,5
00044cc1,200475,200595,12,3,120,5
0002876f,200645,200725,2,1,80,5
00025e65,200395,200765,7,1,370,5
00027a02,200585,200825,13,1,240,5
0003c574,200735,200835,2,2,100,5
0004f7a4,200515,200935,8,3,420,5
